MSE,Inverse-Dynamic-MSE,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
2.2679062,0.014601368,3.1538786844639954,0.793361573859345,5.822723791071696,0.8766680866284163,915.9960700964995,233.60609126142464,1644.914634893615,641.3825536283473,-0.056320414,0.4910223,0.9999874,-0.9999991,290.4347826086956,61.87609832393539,479,213,10,1.709885940499456,1.2816282598961621,6.260240638123069,-1.3808791030324314,1709.8859404994564,261.13367503502286,2133.6702463658703,1285.6040484718114,-0.58350754,0.578656,1.0,-1.0,1000.0,0.0,1000,1000,915.9960700964995,106,110000,110,144.20821718100524,18.71194908399957,17.813776878998397,180.7339431440032,1939.9284027749982,10
2.2679062,0.016328944,3.0272491666379997,0.8363461972051982,5.795853917996126,0.8956575664803592,680.654865995427,73.7416962038811,954.3468393936947,568.8065314256562,-0.057998408,0.52397805,0.9999883,-1.0,224.8426966292135,18.98722153165744,302,199,10,1.7844694137791615,1.301827881924321,6.02428864197633,-1.685971767576473,1784.469413779157,184.48662752257715,2158.7546788659747,1511.2038675780339,-0.6548204,0.56264764,1.0,-1.0,1000.0,0.0,1000,1000,680.654865995427,116,120000,120,144.4074315869966,18.356278575998658,17.848080202993515,180.61179036598878,2120.572462639988,11
2.2679062,0.011709351,3.142352130157163,0.9178446140083001,5.952660987407412,0.8874257522826128,757.5687260453897,95.86711653130348,1121.2472651207854,575.7735292677627,-0.04507631,0.5519489,0.99999994,-1.0,241.08333333333334,26.806719277313633,332,195,10,1.8213247987649819,1.3065441370137771,7.390845144008869,-1.2409411813362636,1821.3247987649931,229.87877858787226,2236.878436202802,1494.6203128687812,-0.66728216,0.56143755,1.0,-1.0,1000.0,0.0,1000,1000,757.5687260453897,126,130000,130,144.12706612500006,18.39288306399976,17.719471060005162,180.23942024900498,2301.1209881919895,12
2.2679062,0.019100415,3.0540706421404558,0.8603941177826646,5.789442433030311,0.9071198716726302,686.8227404768676,76.6103811329408,966.4100579082774,544.7578408142446,-0.041411236,0.5565682,1.0,-1.0,224.8876404494382,20.645993273580853,305,185,10,1.7258510818542578,1.2298139110181174,6.200532464123896,-1.0528945804795031,1725.851081854263,130.2900684226139,2004.3032229227838,1567.612183441492,-0.5809345,0.57959205,1.0,-1.0,1000.0,0.0,1000,1000,686.8227404768676,136,140000,140,144.21951792800246,18.70093446699866,17.778726406000715,180.69917880100184,2481.5882539589948,13
2.2679062,0.009635731,3.102396765224392,0.7929833328035357,5.780241843928962,0.849181938232896,850.7366910446834,205.2982130046137,1483.1973225844263,497.43920110067,-0.045133837,0.55744094,0.9999987,-1.0,274.2191780821918,60.94894485367655,477,175,10,1.6799435550848132,1.214710848558247,6.334179294058746,-2.58665939246673,1679.943555084811,102.80973076788646,1862.931863885228,1517.7743774701278,-0.6871086,0.5517879,1.0,-1.0,1000.0,0.0,1000,1000,850.7366910446834,146,150000,150,144.03284277299826,18.469067120000545,17.825157785997362,180.32706767899617,2661.8960137479917,14
2.2679062,0.008914812,3.1529161168216575,0.8242724575426529,5.5134690090990865,0.8247839517115925,850.6147294369256,190.2300318140197,1518.168388225536,647.393533280976,-0.042888537,0.53884786,0.9999967,-1.0,269.7866666666667,53.527137873128325,476,217,10,1.6502155599934187,1.2150183541473227,6.765714651269491,-1.53162797051432,1650.2155599934201,116.20147532157182,1850.4939248091455,1426.920170277985,-0.6261389,0.5758536,1.0,-1.0,1000.0,0.0,1000,1000,850.6147294369256,156,160000,160,143.94445178000205,18.455709208999906,17.779574684998806,180.17973567400077,2842.295472937987,15
2.2679062,0.005623441,3.130592108877875,0.880292688712199,5.541626627382037,0.8414017528122071,751.0812234549502,85.1439986862297,1166.887449007565,625.6410025594843,-0.04659949,0.5738272,1.0,-1.0,239.91666666666666,24.620552938228805,359,210,10,1.7718428710090186,1.1818156103549722,5.432511190501921,-0.5710184254157625,1771.8428710090207,172.9814110022678,2010.3486605710639,1441.266240794399,-0.52740645,0.59671724,1.0,-1.0,1000.0,0.0,1000,1000,751.0812234549502,166,170000,170,144.53286880599808,18.672921641998983,17.871810329002983,181.07760077700004,3023.2281207179876,16
2.2679062,0.007602088,3.171679085292983,0.8460623670766867,5.458221248421588,0.8548637423564217,876.5565143258348,299.53852971515084,2006.5813003837118,597.7768221847473,-0.061787795,0.57728297,1.0,-1.0,276.36986301369865,86.14475025137426,606,203,10,1.7403249261827507,1.2131165802537143,6.194897804971481,-0.8363082461509438,1740.3249261827539,143.79505075830843,2003.814597233222,1468.015155182172,-0.5490383,0.63435876,1.0,-1.0,1000.0,0.0,1000,1000,876.5565143258348,176,180000,180,146.55459970299853,18.52916230200026,17.914400730000125,182.9981627349989,3207.1556928869886,17
2.2679062,0.0091414265,3.049907237845392,0.8239777080932361,5.432773319500778,0.8095504073039327,696.453249369354,174.68085725053737,1409.542540217307,472.4613825631087,-0.0437315,0.57415,0.9999999,-1.0,228.35227272727272,49.24683648647515,433,168,10,1.6432227284560958,1.1524536298980428,6.571193432199004,-1.9680510758175707,1643.2227284560995,147.32225289772484,1915.7262482285412,1418.8590331297144,-0.676747,0.5656135,1.0,-1.0,1000.0,0.0,1000,1000,696.453249369354,186,190000,190,148.48452569099936,19.461478451999938,17.998888051002723,185.94489219400202,3392.3693316869885,18
2.2679062,0.011758385,3.155599242143307,0.7966569953177326,5.635592876321699,0.8871620494749181,906.0627023976904,339.38644080563336,2027.521975083592,492.6571346858205,-0.040424205,0.56682354,1.0,-1.0,287.12857142857143,96.83829251881295,613,174,10,1.7276613597445587,1.2309431628895113,6.113983623545734,-1.160651896771537,1727.6613597445607,92.91115252473227,1848.6276276198387,1541.832205803459,-0.53141004,0.63818973,1.0,-1.0,1000.0,0.0,1000,1000,906.0627023976904,196,200000,200,148.38357847299994,18.732807069000046,18.113421783997183,185.22980732599717,3577.856590789983,19
2.2679062,0.008394574,3.1764334294316674,0.8434531863293304,5.7148665838464305,0.8936989130720323,874.5634999746176,246.08994851415235,1642.6291744334246,608.3806207967808,-0.050578676,0.58375984,1.0,-1.0,275.32876712328766,69.21537852607189,494,202,10,1.9215474942698623,1.3288935995877866,7.094130699750819,-1.7906060401199955,1921.5474942698663,400.6722717851139,2779.3225148821007,1429.237720414993,-0.51487106,0.6106735,1.0,-1.0,1000.0,0.0,1000,1000,874.5634999746176,206,210000,210,146.15266556799907,18.99059865900017,17.851092493001488,182.99435672000072,3761.29816720899,20
2.2679062,0.00968708,3.087845563294533,0.8211886933247061,5.3943667319805435,0.8966326716778141,783.0620001904135,248.3249994665224,1653.063174042538,480.600761730234,-0.050811525,0.5777032,0.99999994,-1.0,253.59493670886076,70.6656450623965,502,174,10,1.6988844159607481,1.1647351676410136,5.794287408085694,-0.46435508466289394,1698.8844159607536,218.2312243170591,2125.2587169528138,1443.0732987209483,-0.42714906,0.6833577,1.0,-1.0,1000.0,0.0,1000,1000,783.0620001904135,216,220000,220,148.13484309499836,19.43782388800173,18.19419843400101,185.7668654170011,3946.552912099991,21
2.2679062,0.008435819,2.968431374554669,0.8589272115607965,5.408189231791629,0.871750431645473,591.8640695126921,152.9717571422216,1479.0454359859425,94.15503304052278,-0.053780925,0.6106706,0.9999996,-1.0,199.3861386138614,44.01394250228725,458,52,10,1.7901410004406832,1.195919952698618,5.757617576679155,-0.8436345649989854,1790.14100044068,254.99759405091427,2395.9278408390082,1498.5986983402968,-0.53455603,0.60001767,1.0,-1.0,1000.0,0.0,1000,1000,591.8640695126921,226,230000,230,144.83241973099575,18.928037448000396,17.898943707998114,181.65940088699426,4128.321975720986,22
2.2679062,0.011224043,3.184109982455595,0.785390801391877,5.427299864287924,0.8095654019557508,1013.4425053534447,404.1426876841966,1906.0363187170174,486.65105986162854,-0.059592467,0.5827961,1.0,-1.0,318.28125,114.78518915102897,568,168,10,1.722325349333748,1.2340083228072036,5.966436418488369,-2.247700185586967,1722.3253493337525,206.05217132194142,2083.241070561536,1431.7882352037095,-0.5680705,0.5936044,1.0,-1.0,1000.0,0.0,1000,1000,1013.4425053534447,236,240000,240,146.05000067699984,19.037747346999822,17.89383961900421,182.98158764300388,4311.811827342992,23
2.2679062,0.0060281744,2.9955573437785503,0.8697763746545717,5.355279730964983,0.823137513461355,600.5493362807238,187.60644769472097,1622.1420345925585,488.1756346635747,-0.059859835,0.63277006,0.9999993,-1.0,200.48,50.46790663382027,486,172,10,1.7946473264256118,1.2360043907399152,5.792393297256391,-0.8455876862244379,1794.6473264256124,176.03309816541196,2190.9939797195184,1605.004556390198,-0.5098483,0.60792464,1.0,-1.0,1000.0,0.0,1000,1000,600.5493362807238,246,250000,250,146.0865647000046,19.54883746499945,18.174591890996453,183.8099940560005,4495.297041632992,24
2.2679062,0.009521033,3.1770595838466438,0.8201561994346083,5.403248334898902,0.8298002120270311,896.6020124159887,384.0467921763538,1878.9024794542843,92.46953861236669,-0.040864673,0.5958741,1.0,-1.0,282.2112676056338,106.88310259119511,556,51,10,1.7872763060570032,1.2225758301396383,6.071761184265864,-0.6010633814400943,1787.2763060570007,222.63308477934135,2227.927583017993,1506.115341694967,-0.5308446,0.64971006,1.0,-1.0,1000.0,0.0,1000,1000,896.6020124159887,256,260000,260,145.66506170400135,19.224319581999225,18.02291796600184,182.9122992520024,4678.308511741994,25
2.2679062,0.010291098,3.3042960324500554,0.7985347130561468,5.4028960732021645,0.9585744392239582,1169.6048552756547,486.798273286345,2834.360400905754,686.8530482487449,-0.052006878,0.5849068,1.0,-1.0,353.96491228070175,131.5557336247786,810,225,10,1.8782756745366322,1.263578113460716,6.269196935396152,0.2358373853436116,1878.2756745366314,441.0138163589949,2716.5369963304247,1358.944072027403,-0.34270313,0.7378746,1.0,-1.0,1000.0,0.0,1000,1000,1169.6048552756547,266,270000,270,149.3034110100034,19.323654261999764,18.02176294099627,186.64882821299943,4865.183131931995,26
2.2679062,0.005063412,3.2230037224964097,0.8024530308179567,5.254011802551105,0.8423663146921527,1016.5555178486333,400.7421390818066,2421.7621853288165,440.9689257896749,-0.048905037,0.59874016,1.0,-1.0,315.40625,110.13623931720885,725,160,10,1.8847425222642618,1.2474702026387627,6.134681455160568,-0.49910156781607495,1884.742522264265,540.5853865254265,3388.2721154505616,1424.0826006330267,-0.5405033,0.6658573,1.0,-1.0,1000.0,0.0,1000,1000,1016.5555178486333,276,280000,280,145.05191814899808,19.551206383001045,17.886023588998796,182.48914812099792,5047.822895113988,27
2.2679062,0.008044714,3.314709584517342,0.7791542984316314,5.283090727108024,0.8443067883108579,1211.1120144430238,601.2519250398893,3411.883755418786,502.6782174453376,-0.049750764,0.5863669,1.0,-1.0,365.375,164.7884534031435,1000,177,10,2.0487450218695553,1.3338022354474435,6.481245732413345,-0.4415746265605595,2048.7450218695562,519.7184151775593,3439.8075692727857,1554.9857352673655,-0.45556873,0.6645183,1.0,-1.0,1000.0,0.0,1000,1000,1211.1120144430238,286,290000,290,142.93028374800087,19.705525542000032,17.79074608799783,180.42655537799874,5228.650716682991,28
2.2679062,0.011768892,3.2054536344506763,0.7786011382710645,5.328546229497144,0.8007026102012451,1087.7353765311354,600.5574534022063,3116.5335047849057,93.76781888238654,-0.037784208,0.6212487,1.0,-1.0,339.33898305084745,163.57868683115933,888,52,10,2.0589900017633593,1.3413119785730219,6.004262481350412,-2.1501140175030926,2058.9900017633604,284.6255175340572,2718.530494576376,1752.4423711380148,-0.4265977,0.68964815,1.0,-1.0,1000.0,0.0,1000,1000,1087.7353765311354,296,300000,300,144.49698819000332,20.10757057400042,17.865574946996276,182.47013371100002,5411.271470798993,29
2.2679062,0.005587809,3.138791286992988,0.8304548114624091,5.350383754969023,0.8517039102631989,801.5837242415635,384.912694675612,2014.1618632333618,85.52181368312604,-0.034425862,0.6031039,1.0,-1.0,255.37974683544303,104.96838629537416,584,48,10,1.731718885562896,1.1688360752417455,5.6251276662375975,-1.603298045801974,1731.7188855628997,279.603951372562,2433.530215306903,1394.4005281313932,-0.54744464,0.6535224,1.0,-1.0,1000.0,0.0,1000,1000,801.5837242415635,306,310000,310,143.8729693139976,20.258944160001192,17.804167937003513,181.9360814110023,5592.897511772995,30
2.2679062,0.005589432,3.202140515232266,0.8542006643964037,5.466242061914155,0.906178548666494,878.2199350063727,471.3925033889477,2976.911678258453,509.457062702323,-0.045291435,0.60792184,1.0,-1.0,274.26027397260276,127.70675177624716,842,176,10,1.6263682527617642,1.1234455143151791,6.7285444146002416,-1.2876307714288193,1626.3682527617725,173.66853007294088,1949.8331645944616,1377.0215507256617,-0.5592607,0.66708535,1.0,-1.0,1000.0,0.0,1000,1000,878.2199350063727,316,320000,320,142.4381273550025,19.95076098899881,17.903322308000497,180.2922106520018,5773.327389563994,31
2.2679062,0.006861963,3.209548727759673,0.8372270030618106,5.270779713286403,0.8549088762732002,923.9832280258992,435.9915548457241,2681.5945077192027,515.417830909863,-0.056907676,0.59998846,1.0,-1.0,287.8857142857143,118.06687485817312,780,179,10,1.7655038439637933,1.2172039998656525,6.054512265019332,-1.3927662262144258,1765.5038439637879,279.03936494775775,2346.2676525567904,1485.6013522152516,-0.60725117,0.6613734,1.0,-1.0,1000.0,0.0,1000,1000,923.9832280258992,326,330000,330,143.37060831999952,20.09332123799868,17.943640509001852,181.40757006700005,5954.851228734997,32
2.2679062,0.0051387455,3.2665384440110627,0.802175067312677,5.34285757519634,0.887935982839483,1086.6327558339756,452.8093437663628,2368.4817475216605,383.0164831140106,-0.03420147,0.60237163,1.0,-1.0,332.655737704918,123.03003568313511,688,145,10,2.1273432307465487,1.3691078484295702,6.234600852810299,-1.1780601587845458,2127.34323074655,499.4555986958571,2843.1429028810844,1469.5578105526417,-0.44786775,0.6863087,1.0,-1.0,1000.0,0.0,1000,1000,1086.6327558339756,336,340000,340,143.04615576000106,20.210685505000583,17.621246225000505,180.87808749000214,6135.901193163001,33
2.2679062,0.006051635,3.1884926841545336,0.8228492182762355,5.390117897591522,0.8513642638618071,945.3880808518193,623.0337554139063,3469.961645120075,373.5933770549498,-0.042084314,0.62640053,1.0,-1.0,296.5,169.33490137455246,1000,142,10,2.029910320202423,1.2862242469504461,6.037114389389451,-1.9772630297255878,2029.9103202024176,531.9447922683046,2917.2015451610696,1402.2373082373317,-0.4630137,0.7266088,1.0,-1.0,1000.0,0.0,1000,1000,945.3880808518193,346,350000,350,144.93418331700013,20.384422011000424,17.71609389600235,183.0346992240029,6319.192407635004,34
2.2679062,0.006405232,3.2614816772236224,0.7947608675710616,5.440014622913533,0.824028328208328,1088.302077661569,669.3312377344586,3504.641234547337,86.77426424099303,-0.031312663,0.60828835,1.0,-1.0,333.68333333333334,183.18474205627012,1000,49,10,1.7756131297888351,1.1505901117630768,5.991502099117712,-0.02627066505013181,1775.6131297888346,425.89653866904933,2768.8462148094463,1405.7398505194187,-0.43065643,0.7323465,1.0,-1.0,1000.0,0.0,1000,1000,1088.302077661569,356,360000,360,153.6764757100009,20.639662259000033,17.861163842997485,192.1773018119984,6511.388297576004,35
2.2679062,0.008746434,3.2148633454029847,0.7883910744242977,5.274218145914788,0.8163358313098975,1044.467618813747,752.6319330281387,3435.116549140216,100.63494368528931,-0.04457282,0.61414593,1.0,-1.0,324.88709677419354,208.0479244447414,1000,55,10,1.7808412207143214,1.2365248626832002,7.042012735044246,-1.3945938302219163,1780.8412207143228,151.20966120442884,2031.7054328070797,1559.3999935444072,-0.39011204,0.75757545,1.0,-1.0,1000.0,0.0,1000,1000,1044.467618813747,366,370000,370,153.60612757200033,20.664008443000057,17.343663502999334,191.61379951799972,6703.167600367004,36
2.2679062,0.0045938315,3.0136006263043336,0.8027571724260348,5.232686177427125,0.7671605998728759,765.5689996114135,399.14163701996534,2337.9471694536915,108.39398773837348,-0.022288132,0.65936995,1.0,-1.0,254.0379746835443,106.85485755565756,681,58,10,1.7946904558730472,1.2610550706474521,6.566867521218136,-0.9579648506811668,1794.6904558730498,329.32498008772114,2594.3248483744346,1298.632513232714,-0.38943255,0.7674808,1.0,-1.0,1000.0,0.0,1000,1000,765.5689996114135,376,380000,380,152.0763853419976,20.83109019600124,17.045552703002613,189.95302824100145,6894.0215447080045,37
2.2679062,0.003137663,3.163707610265783,0.8089775778738422,5.225745046925825,0.8392816183677323,912.2324915086366,564.4476005412407,3492.5024171101572,94.78018900925343,-0.04324283,0.61694777,1.0,-1.0,288.34285714285716,153.67562179699772,1000,52,10,1.877289991898255,1.2312046627091788,6.38338599028455,-1.0077960890054534,1877.2899918982578,496.72858612335506,2877.515154417305,1389.1084332372768,-0.51371783,0.6850336,1.0,-1.0,1000.0,0.0,1000,1000,912.2324915086366,386,390000,390,153.7578549130012,21.734306865999315,17.758907734998502,193.25106951399903,7086.613894985008,38
2.2679062,0.004832093,3.187938082400363,0.8532605681899956,5.68861900033409,0.8857022078383455,851.766719752918,424.3302887072816,1985.0194516509323,84.49612078053141,-0.029853605,0.6242629,1.0,-1.0,267.1842105263158,115.2036766735922,585,48,10,1.7738469442189133,1.1695460797702721,5.227703079351278,-0.8271498151798771,1773.846944218915,282.62554620404353,2229.885081056103,1422.6724331707442,-0.4666433,0.7347386,1.0,-1.0,1000.0,0.0,1000,1000,851.766719752918,396,400000,400,151.41408016299465,21.077010001999952,18.167156401992543,190.65824656698715,7277.4260802849985,39
2.2679062,0.0057357065,3.091744803743243,0.8063971147777602,5.373339023326575,0.8650128460595086,824.7126205824976,514.5612855141285,2744.637169563818,82.77675347671699,-0.039771613,0.619799,1.0,-1.0,266.74666666666667,143.92091284992446,819,47,10,2.002748370750838,1.3007420673457961,6.086788890093325,-0.9114370247898034,2002.7483707508404,524.5888249873673,3164.3622020001008,1510.120638124508,-0.43324935,0.7050296,1.0,-1.0,1000.0,0.0,1000,1000,824.7126205824976,406,410000,410,151.24504832599996,21.231932472001063,18.47718154299946,190.95416234100048,7468.246900120999,40
2.2679062,0.012459262,3.1463827185913757,0.8223001219373662,5.407447713084052,0.8305066435743821,887.6787638887864,528.1414314550958,2661.06565211474,83.06319525499124,-0.023310786,0.64786005,1.0,-1.0,282.1267605633803,142.8087393839594,768,47,10,1.7581980693904662,1.1765624849980283,5.3397298177206025,-1.2780640585418879,1758.198069390463,363.44963088570216,2420.9399740409917,1357.3625466588537,-0.6386276,0.6202439,1.0,-1.0,1000.0,0.0,1000,1000,887.6787638887864,416,420000,420,151.3960697620023,21.101000296002894,18.62703126100314,191.12410131900833,7659.434161912008,41
2.2679062,0.007841435,3.1695619947626215,0.8359759483300531,5.451903008574333,0.8455870733881445,846.8647041739755,476.99504722929265,2717.140248780887,87.78340158577454,-0.033212807,0.6180492,1.0,-1.0,267.18666666666667,129.56097080353928,772,49,10,1.8022323522925536,1.2403095505066406,5.872554358948416,-0.9224876162591821,1802.2323522925522,422.93047162641915,2873.44068976094,1355.6510076956063,-0.5399566,0.69056696,1.0,-1.0,1000.0,0.0,1000,1000,846.8647041739755,426,430000,430,151.1982576770024,21.165106750999257,18.632369097002083,190.99573352500374,7850.2380540970025,42
2.2679062,0.009823857,3.1915059360244085,0.8433194143728506,5.451509686485309,0.8757341578797564,899.1955597779196,473.48813851144524,2602.96503148201,116.92303602237787,-0.04213177,0.6390991,1.0,-1.0,281.7464788732394,128.49362545813824,736,61,10,1.6734184498405706,1.1459812688034434,5.687154553684187,-0.9335085909368664,1673.4184498405707,266.0128061168626,2100.857900412119,1344.6747441556895,-0.5304033,0.700914,1.0,-1.0,1000.0,0.0,1000,1000,899.1955597779196,436,440000,440,151.9733259160057,20.97614658800012,18.410337366996828,191.35980987100265,8042.154372425002,43
2.2679062,0.006126679,3.151205374127776,0.8258646798185895,5.4456265157777075,0.83676906980112,861.8756778597743,592.7764014257423,3476.393194635083,257.0705077305736,-0.035740674,0.63540214,1.0,-1.0,273.50666666666666,161.79941271696742,1000,110,10,1.7265787922665425,1.228016606238894,5.892794922059992,-0.6054184407243917,1726.5787922665436,334.4034475664083,2459.276560464417,1322.063199154589,-0.42420602,0.7614681,1.0,-1.0,1000.0,0.0,1000,1000,861.8756778597743,446,450000,450,151.91706624298968,21.53522715899817,18.2232446740054,191.67553807599325,8234.21104059999,44
