Inverse-Dynamic-MSE,Valid-InvDyn-MSE,Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Total Rew Mean,Total Rew Std,Total Rew Max,Total Rew Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Test Pred_Real_MSE,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.042195488,0.050798334,0.3434465,0.9355469,0.0034993722,4.0,-3.017292,2.9413173,-0.3109665,-8.79124,6.982708,2.941317,9.6890335,1.2087603,3.09410799390739,0.47694998714096076,4.431338084607749,0.9690823983481132,2086.395696641677,970.0984055291405,3112.015473769754,907.2642078651,0.12864392,0.75777173,1.0,-1.0,674.3125,309.8595889168996,1000,299,10,1.5721558650000171,2.41968076517723,1.1647044115205483,5.550598781801221,-0.15263842895818566,2419.6807651772297,663.0196639926813,3198.7777619156846,1541.8366994725309,0.087515436,0.8929508,1.0,-1.0,1000.0,0.0,1000,1000,2086.395696641677,310,310000,315,117.73692196700176,6.190428325000539,13.643740345998594,137.5710906380009,4299.326817103987,30
0.034499627,0.047451258,0.2960059,0.93359375,0.0034277635,4.0,-2.6578498,2.7728448,-0.15654352,-8.275333,7.3421507,2.7728448,9.843456,1.7246666,3.1837396104346882,0.4954293553014892,4.869856877919523,0.9713708536496365,3183.739610434689,130.90694834561768,3443.2580268293423,3082.7889453714115,0.09850791,0.75682604,1.0,-1.0,1000.0,0.0,1000,1000,10,1.1161804401169018,2.9336936369829067,0.7743205975614994,5.436297569315438,-0.8629789401996896,2933.6936369829045,306.8017783660734,3137.185462942268,2185.3629448838583,0.051766146,0.87026936,1.0,-1.0,1000.0,0.0,1000,1000,3183.739610434689,320,320000,325,120.5523800560004,6.55250851999881,13.443162488998496,140.5480510649977,4439.474849387983,31
0.043586057,0.057346243,0.30067796,0.9628906,0.0052491133,4.0,-2.2852802,2.5034714,-0.34913006,-9.637726,7.71472,2.5034714,9.65087,0.36227417,2.969556135016199,0.549279289013471,4.353280649036644,0.9433712390476446,2969.5561350161984,18.44185319251524,3016.449834066084,2948.375061698232,0.115738966,0.7622384,1.0,-1.0,1000.0,0.0,1000,1000,10,1.1076042210894588,2.91330387452279,1.0805017475786487,5.76491329591939,-4.466816551826373,2913.303874522792,408.12992260682284,3423.334436811291,1956.0304629829125,0.06412474,0.88045216,1.0,-1.0,1000.0,0.0,1000,1000,2969.5561350161984,330,330000,335,119.36389776900432,6.153083945000617,13.519379937004487,139.03636165100943,4578.52289700399,32
0.040308584,0.045313682,0.3520456,0.94140625,0.004364132,4.0,-2.6470842,2.7601137,-0.25192556,-9.48146,7.352916,2.7601137,9.748075,0.5185404,3.2716531191902942,0.5802729533734927,4.568852567888876,0.9897939153202346,3170.8267185170644,336.0707460173306,3321.41762169475,2110.895879438933,0.091101944,0.6943985,1.0,-1.0,969.1818181818181,97.45564789064369,1000,661,10,1.040894458698263,2.7352149426746206,1.0726808020449587,6.036038927356909,-3.097704642075006,2735.2149426746214,560.2773408100838,3223.54520049994,1406.5532053580885,0.14609207,0.8715044,1.0,-1.0,1000.0,0.0,1000,1000,3170.8267185170644,340,340000,345,113.41114267099692,6.164545146000819,13.32589529300094,132.90158310999868,4711.420535578991,33
0.004992091,0.060922984,0.3352905,0.921875,0.0038413866,4.0,-3.2330456,3.0569255,-0.28972614,-9.51554,6.7669544,3.0569255,9.710274,0.48445988,2.9871786612742017,0.44995641156156824,4.89343790057445,0.9954300679382552,2922.275415815609,148.93614614543262,2992.9353058916195,2456.6712998358316,0.059588205,0.8160996,1.0,-1.0,978.2727272727273,68.70766916184026,1000,761,10,2.1009624792368595,2.5607133796691866,1.4871682661225996,5.902935323155255,-7.283526508164465,2560.7133796691865,582.3041418973072,3214.8517545224972,1473.489221433376,0.12115323,0.87274545,1.0,-1.0,1000.0,0.0,1000,1000,2922.275415815609,350,350000,355,113.82845164400351,6.162142377999771,13.26596728000004,133.25656130200332,4844.670996276995,34
0.078558594,0.053183116,0.32305264,0.9140625,0.0026664035,4.0,-2.7305174,2.7794137,-0.26894847,-9.15885,7.2694826,2.7794137,9.731051,0.8411503,2.7198010109714787,0.38774941146768993,3.994964952791058,0.9545877889168188,2719.8010109714787,26.051760435583102,2769.603831952588,2682.6460593682536,0.1348299,0.7945692,1.0,-1.0,1000.0,0.0,1000,1000,10,2.1136576928084585,2.7970631747167922,0.9073627634043413,5.059821020153877,-3.253070888831917,2797.063174716791,331.3047409328287,3178.6999223983375,2099.762727360093,0.022708148,0.8869714,1.0,-1.0,1000.0,0.0,1000,1000,2719.8010109714787,360,360000,365,119.05359269100336,6.156460303000131,13.30155921000005,138.51161220400354,4982.798007805997,35
0.053482503,0.057681598,0.322217,0.9511719,0.004121304,4.0,-2.3257647,2.4020617,-0.41256025,-8.978368,7.6742353,2.4020617,9.58744,1.0216322,3.06904412112319,0.8102412291487431,5.566394136527376,1.0059931238462658,912.9503600305866,223.44072765456826,1624.7757524440487,647.5971312889812,0.029317176,0.7126341,1.0,-1.0,297.47058823529414,56.116074709751835,472,230,10,1.5487484127541116,2.630046287719486,0.8628466064502471,5.537675585672733,-3.4976950713624717,2630.046287719487,556.621659703542,3005.886223917207,1109.2248345742205,0.07540862,0.8851335,1.0,-1.0,1000.0,0.0,1000,1000,912.9503600305866,370,370000,375,119.97520980800255,5.772974577999776,13.301161077997676,139.049345464,5121.849648894,36
0.019720681,0.04815917,0.26807308,0.984375,0.0037184197,4.0,-3.2934053,3.0432467,-0.22565459,-9.475784,6.7065954,3.0432465,9.774345,0.5242157,3.0911851209829657,0.5463438073607194,5.339286540799039,0.9429978061203305,2251.7075616988773,960.3885978919837,3094.816281701802,962.1952487287851,0.08619385,0.7575265,1.0,-1.0,728.4285714285714,319.9445742816166,1000,306,10,2.413619986409315,2.3169515783699084,1.392641704389762,6.042057833231775,-3.4230746184408716,2316.951578369907,778.338733087255,3326.583403002482,1002.484565242155,0.009673291,0.8942659,1.0,-1.0,1000.0,0.0,1000,1000,2251.7075616988773,380,380000,385,132.93612334500358,5.776289247998648,13.315840720999404,152.02825331400163,5274.293949371004,37
0.03276402,0.043421946,0.28590125,0.953125,0.0026608235,4.0,-3.7104573,3.0812998,-0.2599427,-9.348289,6.2895427,3.0812998,9.740057,0.65171146,3.267810384214325,0.5536671525337218,5.047655950412415,0.92923147264185,3267.8103842143255,56.304093580283244,3358.2427358416912,3181.8420581341534,0.080021195,0.6959316,1.0,-1.0,1000.0,0.0,1000,1000,10,1.4291019177896407,2.376684173173905,1.262742216772593,5.306188600615861,-2.2749123338692767,2376.684173173905,689.8356069135441,3239.233162126692,1080.9162416081037,0.08006403,0.87840796,1.0,-1.0,1000.0,0.0,1000,1000,3267.8103842143255,390,390000,395,115.79239437399883,6.193322047000038,13.312807742999212,135.29852416399808,5409.242398868004,38
0.023330705,0.04376899,0.2847585,0.9199219,0.0033953874,4.0,-3.264498,2.9626675,-0.30254668,-8.631852,6.7355022,2.9626675,9.6974535,1.3681479,3.175711509005522,0.5088670420345185,4.4633546829416995,0.9168511912088807,3175.711509005522,35.77778787607569,3257.512911841825,3124.301634342738,0.15458958,0.75147605,1.0,-1.0,1000.0,0.0,1000,1000,10,1.4782330868775748,2.9168540284244933,1.1602210913845556,5.584473143190123,-3.228622847548587,2916.854028424494,521.3254965471082,3326.1260548794726,1639.4832191030355,0.044847786,0.8763733,1.0,-1.0,1000.0,0.0,1000,1000,3175.711509005522,400,400000,405,121.63486081500196,5.8442597209996165,13.29434310400211,140.77346364000368,5550.2670903090075,39
0.039474837,0.04685194,0.3582896,0.87890625,0.0031368844,4.0,-2.6548216,2.6407087,-0.3049791,-9.05603,7.3451786,2.6407087,9.695021,0.9439697,3.205803024155192,0.6779773140644116,4.710318230962844,0.9676223164820413,3205.803024155192,10.779779784040697,3221.239167109854,3191.656961879502,0.2139858,0.76510775,1.0,-1.0,1000.0,0.0,1000,1000,10,4.1764555306730795,2.9889340504329676,1.1236168834504126,5.458297507910371,-3.5896322138842653,2988.934050432966,330.81931704644256,3417.9523129496247,2227.8312222274726,0.062384635,0.88501465,1.0,-1.0,1000.0,0.0,1000,1000,3205.803024155192,410,410000,415,127.36571784799526,6.096303529000579,13.285916177996114,146.74793755499195,5696.995889762999,40
0.04473259,0.039025914,0.34779292,0.91015625,0.0036656694,4.0,-1.822373,1.7665963,-0.29316503,-8.523093,8.177627,1.7665963,9.706835,1.4769068,3.3705011193577956,0.7219354373883023,5.652771156122971,0.967275961151836,2453.500114817851,714.7196673609867,3389.2479867210923,1422.8049364137676,-0.013478828,0.7390328,1.0,-1.0,727.9333333333333,208.7532727621028,1000,451,10,1.6790703720874796,3.181549766381415,0.8119011782411252,5.60025600992646,-3.291537196409048,3181.5497663814144,244.55990195492456,3425.7306021093204,2533.121078770564,0.06254673,0.8747424,1.0,-1.0,1000.0,0.0,1000,1000,2453.500114817851,420,420000,425,119.68125580499509,6.080847399000049,13.388166059998184,139.15026926399332,5836.3279091439945,41
0.031316392,0.0349393,0.36191374,0.91015625,0.003070088,4.0,-1.6779559,1.4506229,-0.35950145,-8.176999,8.322043,1.4506229,9.640498,1.8230009,2.9076539465217452,0.4111648636304332,4.280431502217467,0.8768799467243814,2907.6539465217443,45.05871501203124,2951.387682267375,2799.54621603862,0.06769881,0.8136576,1.0,-1.0,1000.0,0.0,1000,1000,10,2.268736703067802,3.0237693619301824,0.8305243623276389,5.496449325865706,-4.238149881826791,3023.769361930182,144.2939426188258,3204.4974047312103,2798.4515759237715,0.026881153,0.8765699,1.0,-1.0,1000.0,0.0,1000,1000,2907.6539465217443,430,430000,435,117.61896443299884,6.261681934998705,13.30862787100159,137.18927423899913,5972.935325716995,42
0.03213949,0.038831763,0.38057688,0.91015625,0.0073434436,4.0,-1.4178293,0.8074397,-0.4255546,-7.2572913,8.5821705,0.8074396,9.574446,2.7427087,3.210553074569677,0.5130353582212068,4.519645713115211,0.854566749366253,3210.553074569677,25.64347597715379,3245.754664168159,3155.0402687382057,0.033944625,0.74848694,1.0,-1.0,1000.0,0.0,1000,1000,10,0.9196311049892585,3.1324933757575177,0.6053593241561376,5.55255588093905,-4.198649766605803,3132.493375757519,145.14701888829921,3265.0274194469657,2731.7904034306707,0.023132829,0.8759352,1.0,-1.0,1000.0,0.0,1000,1000,3210.553074569677,440,440000,445,120.42878938399917,5.680614813998545,13.575506907998715,139.68491110599643,6113.573058808988,43
0.021836953,0.038271725,0.36738664,0.9589844,0.0033229997,4.0,-1.3763766,0.94305664,-0.5038184,-7.8154187,8.623623,0.94305664,9.4961815,2.1845813,3.3208188091685646,0.5466387315482135,4.674150794781395,0.9190122531021114,3320.818809168566,41.31228301464881,3400.0545749535618,3240.956328646174,0.0921988,0.72090954,1.0,-1.0,1000.0,0.0,1000,1000,10,0.8049928217882113,3.1441001008195104,0.8049298617056329,6.531992689667968,-4.333968577155007,3144.1001008195103,166.62439637966608,3337.6013568839953,2755.2213498030064,0.030466955,0.86721927,1.0,-1.0,1000.0,0.0,1000,1000,3320.818809168566,450,450000,455,143.65752113300732,6.6352398059989355,15.063133859992377,165.35589479899863,6279.328825656987,44
0.020200124,0.04546603,0.38040185,0.9433594,0.004125118,4.0,-2.0686946,2.0446436,-0.29688862,-8.428652,7.9313054,2.0446436,9.703112,1.5713482,3.189478129578323,0.48793124550491535,4.395542339793377,0.91677959224292,3189.478129578325,25.667220811674802,3242.171713509912,3141.605610199768,0.072538994,0.8164176,1.0,-1.0,1000.0,0.0,1000,1000,10,2.213082676372223,2.885043871542071,1.334192159789297,6.6030251880950495,-3.979382265404726,2885.0438715420714,431.83831484345524,3473.365040711361,2224.8490167750606,0.058172606,0.88371676,1.0,-1.0,1000.0,0.0,1000,1000,3189.478129578325,460,460000,465,165.42097889999422,7.030586205997679,16.38593092300289,188.8374960289948,6468.064049183984,45
0.030126166,0.041588303,0.35119495,0.9296875,0.0043215887,4.0,-2.2968073,2.121719,-0.32827485,-8.807058,7.7031927,2.121719,9.671725,1.1929417,3.13000472061541,0.4647944742908373,4.43910684720928,0.9143149716544292,3130.0047206154095,23.423702396638472,3156.9418056358327,3070.579139712845,0.056789525,0.7756209,1.0,-1.0,1000.0,0.0,1000,1000,10,1.3260440899890615,2.9234572223772495,1.1314152813254117,5.606344775897475,-3.1716910717594997,2923.4572223772498,382.35854008490605,3444.773218160053,2201.575249531347,-0.017347064,0.8849417,1.0,-1.0,1000.0,0.0,1000,1000,3130.0047206154095,470,470000,475,147.78330031199948,6.939499590000196,13.835146506007732,168.5579464080074,6635.836965099988,46
0.022341296,0.04002016,0.3521695,0.9160156,0.0034210803,4.0,-1.829008,1.9641752,-0.31087634,-9.478378,8.170992,1.9641753,9.689124,0.5216217,3.1359938213278564,0.506152492967313,4.6865618420297945,0.9862527550273474,3135.9938213278547,27.530772959911374,3174.878123307453,3088.5248056531273,0.130985,0.8144598,1.0,-1.0,1000.0,0.0,1000,1000,10,1.9433626674128857,3.096600920289205,0.8273316769062002,5.455130555405944,0.2900102179771931,3096.6009202892055,485.2230007134325,3384.5141200713774,1649.1080798380708,0.07524397,0.8669061,1.0,-1.0,1000.0,0.0,1000,1000,3135.9938213278547,480,480000,485,126.54801975899682,6.149907336999604,13.680697897005302,146.37862499300172,6782.126873827994,47
0.019773662,0.035060942,0.35891685,0.9433594,0.0032388843,4.0,-2.0201032,2.208665,-0.24492346,-9.132619,7.9798965,2.208665,9.755076,0.8673811,3.32832081106323,0.579878072401485,5.430136774683864,0.9692549685903047,2590.713714396065,1138.1420834731005,3365.354397964553,738.8103981686888,0.049771994,0.7404042,1.0,-1.0,778.3846153846154,333.7423092658209,1000,242,10,1.0991101772679783,2.856722506929708,1.2353481688426624,5.613894549156554,-4.383783062631387,2856.7225069297083,569.1507718966435,3383.730726278133,1830.0418952662617,-0.027956352,0.8842644,1.0,-1.0,1000.0,0.0,1000,1000,2590.713714396065,490,490000,495,148.83135778099677,6.064211631000944,14.186648718994547,169.08221813099226,6952.033630606984,48
0.033884786,0.041844256,0.37877518,0.91015625,0.004354799,4.0,-3.1044228,3.081835,-0.21082537,-9.3826685,6.8955774,3.081835,9.789175,0.6173315,2.7994452719198883,0.6741203883220331,6.118264475974765,0.9820782152229692,1764.3092143146873,532.1500620797984,2657.7627499144714,1021.4737290918071,0.0654222,0.7958839,1.0,-1.0,630.2352941176471,211.9779481904454,1000,375,10,1.4676409339334147,2.482146157984336,1.1917862909869419,5.597740163648446,-1.3579845531218084,2482.1461579843367,595.7803808479013,3192.7262470481314,1538.627748040911,0.017363107,0.88659286,1.0,-1.0,1000.0,0.0,1000,1000,1764.3092143146873,500,500000,505,145.22445695799615,6.897858157000883,13.880710213001294,166.00302532799833,7117.889266679991,49
0.006540894,0.040761527,0.33144623,0.8964844,0.0034568422,4.0,-3.2963066,2.9311101,-0.10257525,-9.484459,6.7036934,2.9311104,9.897425,0.5155411,3.4168550425197592,0.6412545454950347,4.986238535407285,0.9131001796831514,3416.8550425197595,15.943996140461756,3439.2915871304285,3391.4623624634073,0.0673305,0.696107,1.0,-1.0,1000.0,0.0,1000,1000,10,1.2974376151460205,2.5708684435995637,1.1971363529799282,5.475781550796637,-2.746200033922367,2570.8684435995633,588.0186395061204,3422.626055753843,1737.7411909632312,0.056357544,0.88165694,1.0,-1.0,1000.0,0.0,1000,1000,3416.8550425197595,510,510000,515,147.76025547899917,6.742094175002421,13.591543502989225,168.09389315699082,7285.0376294939815,50
0.012233902,0.04206982,0.2759573,0.94140625,0.003617783,4.0,-2.2110186,2.0682414,-0.22329803,-8.724871,7.7889814,2.0682414,9.776702,1.2751293,3.3873531487903215,0.6303712200191482,4.777275588509928,0.8262866986452748,3387.353148790321,30.211193809289913,3422.3215917174252,3317.9039307805892,0.09611159,0.7207076,1.0,-1.0,1000.0,0.0,1000,1000,10,1.2483280465698898,3.3693964507998864,0.8740915970015901,7.377171863297749,-3.7375132669892404,3369.396450799886,157.82990716692197,3666.193059813581,3039.360269605353,0.046419974,0.86671036,1.0,-1.0,1000.0,0.0,1000,1000,3387.353148790321,520,520000,525,130.64740503400026,5.792311477001931,13.478057857002568,149.91777436800476,7434.883084607984,51
0.0071088183,0.040882792,0.35163328,0.91015625,0.00389631,4.0,-1.8287479,1.9241683,-0.2924716,-8.9764385,8.171252,1.9241683,9.707528,1.0235615,3.2693942404792917,0.658207387715049,5.6418110022750545,0.9305028426655756,2358.9769243138257,650.5328492840276,3279.082243097293,1283.2757904532766,0.06288465,0.7760136,1.0,-1.0,721.5333333333333,197.43281276311583,1000,415,10,1.7315176963200745,2.8283611790414835,1.1543923109434098,5.772723054618825,-2.683979589723893,2828.361179041484,483.90059584042814,3383.5668323804903,1872.4461413218962,0.018274821,0.87902874,1.0,-1.0,1000.0,0.0,1000,1000,2358.9769243138257,530,530000,535,144.36131633600235,5.725540602001274,13.361745001999225,163.44860194000285,7599.154006157987,52
0.03298899,0.030254656,0.39835507,0.8847656,0.0035485737,4.0,-1.9599966,2.1059945,-0.35908452,-8.429784,8.040003,2.1059947,9.640916,1.5702162,2.6435720343269495,0.7069721398950645,4.9827243608303045,0.9385796526405482,609.7639221905503,123.03249101762066,959.0224062130039,464.0085904843423,0.06419528,0.7774215,1.0,-1.0,230.6590909090909,33.66137737001089,337,181,10,1.8039232996804508,3.040511257513588,1.0006019639477197,5.460374531509135,-2.2955607548286903,3040.511257513587,534.5453117150945,3424.655564162207,1512.7889597271048,0.036025785,0.87589264,1.0,-1.0,1000.0,0.0,1000,1000,609.7639221905503,540,540000,545,134.46224371899734,6.550110812000639,13.549315317002765,154.56166984800075,7753.293375664987,53
0.03168534,0.030983858,0.35554957,0.9316406,0.0037025406,4.0,-2.0539913,2.2778018,-0.26434383,-8.624891,7.9460087,2.2778018,9.735656,1.3751087,3.118226174843886,0.5143137089980214,4.6261902803865125,0.9674300347652202,2911.856297090581,562.1382474788022,3196.187736836247,1343.530173871298,0.14197871,0.7910224,1.0,-1.0,933.8181818181819,151.73590584949542,1000,501,10,2.7128375481781513,3.069361922465609,1.074594455771299,5.545882878586511,-4.290833402330812,3069.3619224656095,298.7702157211296,3434.945801684461,2668.378277715531,0.09463787,0.8785353,1.0,-1.0,1000.0,0.0,1000,1000,2911.856297090581,550,550000,555,127.51667934300349,6.129408967000927,13.399343093002244,147.04543140300666,7900.346618137988,54
0.011197295,0.042098247,0.36511374,0.9355469,0.0035325007,4.0,-1.6874595,1.521234,-0.2198352,-8.478472,8.31254,1.521234,9.780165,1.5215282,3.350769164385521,0.5807315326824217,4.963828427729923,0.9671733943884919,3350.76916438552,26.334402465442974,3387.593877481652,3310.731687014681,0.110847786,0.81418216,1.0,-1.0,1000.0,0.0,1000,1000,10,3.014787151011429,3.3580941362529324,0.5882218086135913,5.1673550333868885,0.9668374730330754,3358.094136252933,85.13327831621402,3489.5055321803725,3143.7188547810233,0.10651174,0.88035923,1.0,-1.0,1000.0,0.0,1000,1000,3350.76916438552,560,560000,565,124.5736391950013,6.136961889998929,13.373864664994471,144.0844657499947,8044.471755255989,55
0.042965207,0.03607413,0.3697844,0.9316406,0.0034652273,4.0,-1.3968387,0.92619336,-0.30147287,-7.125102,8.603161,0.92619336,9.698527,2.874898,3.4439685458009546,0.6126956343006301,4.836860176559191,0.9664021406677514,3443.9685458009553,44.403714217539566,3525.01863839684,3389.072973780041,0.08761048,0.7083248,1.0,-1.0,1000.0,0.0,1000,1000,10,0.8560216702450034,3.3440662083740667,0.7768622603838653,6.165124481017678,-2.4011894573482375,3344.066208374067,159.565801651351,3557.500685793267,2986.134051295342,0.09008846,0.8766776,1.0,-1.0,1000.0,0.0,1000,1000,3443.9685458009553,570,570000,575,128.40833087899955,6.1779449339992425,13.18789648398888,147.77417229698767,8192.163128246975,56
0.03400376,0.031958703,0.37695846,0.9238281,0.00294388,4.0,-1.4348469,1.1406909,-0.34978843,-7.5733876,8.565153,1.140691,9.650211,2.4266124,3.224312797913097,0.5050162941452474,4.50441833319675,0.9659311373310737,3224.312797913097,25.212598722052743,3258.4723831148367,3168.8496800604785,0.13020776,0.80071145,1.0,-1.0,1000.0,0.0,1000,1000,10,2.0079412558198886,3.2056788724149623,0.8573402704773434,5.752486571837325,-2.284905677215872,3205.6788724149633,197.6013494030817,3433.186021353788,2859.095454613003,0.08564403,0.87395215,1.0,-1.0,1000.0,0.0,1000,1000,3224.312797913097,580,580000,585,125.35311042099784,6.096517391997622,13.21880731400961,144.66843512700507,8336.457707199974,57
0.022249779,0.02844327,0.40212297,0.90625,0.0035666823,4.0,-1.4121723,1.2912234,-0.34142348,-9.356759,8.587828,1.2912234,9.658577,0.6432409,3.2425832878113914,0.5309400630850626,4.8327512278089975,0.9663845244605529,3242.5832878113897,10.082082250976082,3261.147747477834,3229.791283734267,0.13313517,0.77778345,1.0,-1.0,1000.0,0.0,1000,1000,10,2.413336062341815,3.307187144484362,0.6000030038023486,5.2173664376136415,0.3298289837616594,3307.1871444843614,67.18741783546653,3394.887728858317,3152.4322293066366,0.060087956,0.8747583,1.0,-1.0,1000.0,0.0,1000,1000,3242.5832878113897,590,590000,595,125.59649516699574,5.723217046997888,13.194487722994381,144.514199936988,8481.031177466964,58
0.021386996,0.031252723,0.42228308,0.8925781,0.0048871837,4.0,-1.6087186,1.8565514,-0.28476366,-9.166085,8.391281,1.8565514,9.715237,0.83391476,3.289312365392084,0.5194088023544796,4.735587964902539,0.9696861972280827,3289.312365392084,8.542335342034987,3307.8848798494478,3278.127664989408,0.16018362,0.7788426,1.0,-1.0,1000.0,0.0,1000,1000,10,1.8018998638413668,3.1207424032665645,1.0708208767592977,5.604871435539883,-3.3137823769173242,3120.7424032665663,534.5012387967795,3445.7787477091865,1972.1766673395596,0.055773914,0.87653404,1.0,-1.0,1000.0,0.0,1000,1000,3289.312365392084,600,600000,605,134.05332486299812,5.784458829999494,13.197251707006217,153.03503540000384,8634.029252008964,59
0.040686373,0.034811936,0.4218498,0.8808594,0.0038271053,4.0,-1.6401129,1.9530195,-0.2534963,-9.316939,8.359887,1.9530195,9.746504,0.68306065,3.3480881109696345,0.5737035740188552,4.9256305570256895,0.9661387808009347,2469.4541309908896,1450.0098781239096,3414.8541120338978,175.1107969476562,0.07688044,0.7213231,1.0,-1.0,737.5714285714286,414.93609048102024,1000,81,10,0.854450903334954,3.3705860210581253,0.6152645999253882,6.066681639484794,-3.0923104232331697,3370.5860210581254,79.3723401392812,3599.2745155809844,3307.022732697283,0.0680742,0.86670184,1.0,-1.0,1000.0,0.0,1000,1000,2469.4541309908896,610,610000,615,130.69648335300008,5.748511387002509,13.463488888002757,149.90848362800534,8784.270974446972,60
0.030304603,0.028035626,0.41311428,0.8964844,0.0041227546,4.0,-1.4795135,1.3797284,-0.32384259,-8.980516,8.520487,1.3797284,9.676157,1.0194836,3.290140218543415,0.5278188572542402,4.747841331182704,0.9680060794677148,3290.1402185434154,43.216049465736376,3353.4631504484187,3188.754635557082,0.10868921,0.7264258,1.0,-1.0,1000.0,0.0,1000,1000,10,1.5638637066216596,3.1917584686757947,0.8813215824168565,5.61918249583605,-1.9522239978806621,3191.7584686757937,308.13206887406864,3453.9393276672513,2297.1965575249624,0.07331071,0.8675288,1.0,-1.0,1000.0,0.0,1000,1000,3290.1402185434154,620,620000,625,139.5811686060042,6.0818960959986725,13.199347188001411,158.8624118900043,8943.05280004297,61
0.018959235,0.03414592,0.39762986,0.9160156,0.003804804,4.0,-1.8351462,1.9247057,-0.34543774,-8.592327,8.164854,1.9247057,9.654562,1.4076729,2.862017417271242,0.4368170516649769,4.2498733524600825,0.8279226766050558,2862.0174172712404,76.32707360277779,2988.344410943231,2748.757127188507,0.16811247,0.78901565,1.0,-1.0,1000.0,0.0,1000,1000,10,3.3283230497688803,2.9870744401348652,0.9387291319672187,6.21209585366215,-3.6872274873114605,2987.0744401348666,254.52131257440988,3408.2665211828466,2408.337139726479,0.12595566,0.8713609,1.0,-1.0,1000.0,0.0,1000,1000,2862.0174172712404,630,630000,635,140.09255618099633,6.010572079001577,13.214858985997125,159.31798724599503,9102.381544264968,62
0.011224256,0.032171343,0.38008443,0.9296875,0.004016446,4.0,-1.7184062,1.6969057,-0.3312708,-7.73612,8.281593,1.6969057,9.668729,2.2638798,3.391277623839387,0.5838325882669582,5.0346161136253285,0.9932153665569082,3391.2776238393853,21.687825134559862,3442.307127946897,3359.7841022166376,0.0695306,0.7571494,1.0,-1.0,1000.0,0.0,1000,1000,10,1.3333321860415372,3.0468554573048183,1.0691751555510187,6.201998092632404,-4.703505248710104,3046.8554573048173,343.5203460092244,3360.7287166463298,2459.125309517734,0.1112679,0.874313,1.0,-1.0,1000.0,0.0,1000,1000,3391.2776238393853,640,640000,645,153.8403480300003,6.013786504998279,13.203457087995048,173.05759162299364,9275.481692745965,63
0.02509755,0.028127847,0.3887233,0.91015625,0.0036618507,4.0,-1.5315404,1.2760665,-0.28966802,-7.678691,8.46846,1.2760665,9.710332,2.321309,3.303878426672565,0.5435859121307334,4.7839033431809685,0.9483035810531588,3303.8784266725643,19.064173379163297,3333.5397234860575,3278.028090231594,0.06303733,0.80498844,1.0,-1.0,1000.0,0.0,1000,1000,10,2.0356944195101616,3.290326790278777,0.6833049135958906,5.862812590974014,-2.1732294577142874,3290.326790278775,145.24651534472454,3597.335473410283,2976.594087230564,0.027120825,0.8727328,1.0,-1.0,1000.0,0.0,1000,1000,3303.8784266725643,650,650000,655,132.87383393200435,6.056963454997458,13.155654430996947,152.08645181799875,9427.49439955597,64
0.020139866,0.026036553,0.39198986,0.90625,0.0038883858,4.0,-1.3682988,1.0189595,-0.21515457,-7.4039273,8.631701,1.0189595,9.784845,2.5960727,3.2234612379475056,0.5048331173974626,4.512050513321466,1.0141570457850815,3223.4612379475057,60.1028290193975,3293.2089646078575,3068.9157437375156,0.09492267,0.77095264,1.0,-1.0,1000.0,0.0,1000,1000,10,1.5627603604310614,3.188900603980336,0.8533337848546322,5.666831314160211,-4.644889194707449,3188.9006039803367,275.0845277476917,3548.728909510545,2471.5529090668088,0.07630744,0.8751881,1.0,-1.0,1000.0,0.0,1000,1000,3223.4612379475057,660,660000,665,137.96896521999588,5.985916078003356,13.261551001993212,157.21643229999245,9584.440704931967,65
0.0030702553,0.027215298,0.38244995,0.9375,0.0046038665,4.0,-1.3111442,1.060479,-0.17203267,-9.1222925,8.688856,1.060479,9.827968,0.8777075,3.321786344279932,0.517039864359102,4.715603930220322,0.9965797494438196,2884.6946244784317,990.4252150368366,3364.473747222758,664.2102121747246,0.0780963,0.72660553,1.0,-1.0,868.4166666666666,294.2299152967889,1000,209,10,1.2837189635671482,3.2382766819376663,0.5231453665263888,4.977285190265497,0.9371387996404595,3238.276681937666,44.86056670109753,3310.4856214332704,3171.8252055635476,0.061585084,0.86515146,1.0,-1.0,1000.0,0.0,1000,1000,2884.6946244784317,670,670000,675,147.57643773900418,5.715044429001864,13.20057114300289,166.49205331100893,9751.519728163974,66
