Disc CE Loss,Disc Acc,Grad Pen,Grad Pen W,Disc Rew Mean,Disc Rew Std,Disc Rew Max,Disc Rew Min,Reward Scale,QF1 Loss,QF2 Loss,Alpha Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,Alpha Mean,Alpha Std,Alpha Max,Alpha Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Test Ep. Len. Mean,Test Ep. Len. Std,Test Ep. Len. Max,Test Ep. Len. Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,Exploration Ep. Len. Mean,Exploration Ep. Len. Std,Exploration Ep. Len. Max,Exploration Ep. Len. Min,AverageReturn,Number of train calls total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.04390445,0.9941406,0.00084669946,4.0,-4.406335,2.3629134,-0.9496693,-10.000046,2.0,21.279951,24.404835,-0.122588955,658.964,-662.479,343.16785,-333.17758,-1510.3026,-661.14636,342.34973,-334.4844,-1508.5103,0.5614842012029502,0.0,0.5614842012029502,0.5614842012029502,2.787467,2.1740794,10.546785,-4.689636,0.09077861,0.94257706,2.6557698,-2.4569533,-0.9881654,0.42442012,-0.08896494,-1.9513257,1.0032831100624493,0.3967852533175387,2.0204573357928832,0.3940719682192734,1003.2831100624495,1.887214382394071,1005.7042128860002,998.0626784608786,0.14657325,0.36856928,0.871863,-0.9890074,1000.0,0.0,1000,1000,10,1.1674884384614133,0.5386450777351329,3.9319516103803074,-0.18121006632879832,1167.488438461412,43.90415722635661,1241.433753793576,1066.3384509362163,-0.08080973,0.48001114,0.99961305,-0.9986275,1000.0,0.0,1000,1000,1003.2831100624495,206,210000,210,166.15805759101204,15.125643897001282,11.955661951993534,193.23936344000685,4054.6146438288415,20
0.048546363,0.9921875,0.004692903,4.0,-5.3524323,2.6609209,-0.8113968,-10.000046,2.0,9.160278,10.312594,0.06784748,793.7,-793.0364,403.53116,-392.21814,-1837.7162,-795.5822,404.6748,-399.4754,-1851.2146,0.4905614947517991,0.0,0.4905614947517991,0.4905614947517991,3.0952377,1.9311982,8.338825,-5.213051,-0.22233117,1.0085013,2.3987072,-3.1172814,-0.96887255,0.37529364,-0.12247032,-1.9767237,1.529678826977042,0.634344892860775,3.2921013975246645,0.5223466384026805,517.9492508144265,1.5334830940902187,521.8549361367628,514.1294873068672,0.0100910235,0.25032967,0.96458745,-0.9987642,338.6,0.916515138991168,341,336,10,1.1382709970642124,0.5042745070645425,4.141551238769211,-0.3852874199243927,1138.2709970642131,62.45308356016382,1185.933146757485,971.1662595628073,-0.0678565,0.4690385,0.99739015,-0.9999501,1000.0,0.0,1000,1000,517.9492508144265,216,220000,220,165.32970402698993,15.150847488999716,11.890364196013252,192.3709157120029,4247.257569034853,21
0.0426044,0.99609375,0.0005657964,4.0,-5.8392916,2.4988525,-1.0868881,-9.986461,2.0,13.132935,17.23759,-0.23650205,1044.8934,-1041.2897,432.98392,-387.4783,-1662.1918,-1039.4623,432.64218,-385.35098,-1659.5995,0.28804940686033753,0.0,0.28804940686033753,0.28804940686033753,2.8099284,1.801862,10.118131,-2.5038056,-0.054504503,0.8187999,2.7391806,-3.2000744,-1.1479791,0.35254705,-0.259852,-2.1365013,0.7781815562113215,0.14160759226011607,1.2776371791140306,0.5810096880734283,13.808583359154087,1.0270962632693161,17.05882634850812,12.523780265621337,0.3374841,0.46885097,0.9620907,-0.71867955,17.74468085106383,0.7732610811119335,20,17,10,1.0708124088350195,0.4816641953741512,4.180321504903332,-1.2087834641264257,1070.81240883502,140.7320486983543,1184.1243597002426,803.86559875811,-0.008300869,0.5403376,0.9999929,-0.99969137,1000.0,0.0,1000,1000,13.808583359154087,226,230000,230,163.04006673301774,15.424097269999038,11.937063670025964,190.40122767304274,4437.084903419913,22
0.04427333,0.9921875,0.00051626103,4.0,-5.4543753,2.5533,-1.0916712,-10.000046,2.0,15.126721,20.769073,-0.1395997,1097.7756,-1101.9253,414.3696,-439.24847,-1606.2318,-1101.3708,414.5565,-443.4843,-1604.166,0.26203250220090796,0.0,0.26203250220090796,0.26203250220090796,2.895749,1.9454842,10.559093,-4.2949157,-0.044567604,0.78324074,3.032926,-2.5111759,-1.2051486,0.36614403,-0.47360265,-2.2272563,1.72940482527483,0.4629682250636489,3.733195258597485,0.8049447796925817,389.09665417194594,28.626836077013444,448.88707263214076,332.4739006860157,-0.044569544,0.31703645,0.977063,-0.996939,224.98876404494382,18.899791558224265,280,195,10,1.1208431274221922,0.396940167676529,3.590742832296323,-0.280695075256645,1120.8431274221925,78.63327247955911,1189.5547522504667,1001.7050284694164,-0.048429575,0.42710537,0.9948866,-0.99947107,1000.0,0.0,1000,1000,389.09665417194594,236,240000,240,165.47547213303187,14.85208402400167,11.92637336198095,192.2539295190145,4629.896212907908,23
0.03925987,0.99609375,0.00066513265,4.0,-6.018387,2.679799,-1.062083,-10.000046,2.0,4.127304,6.419362,0.002753403,1069.4718,-1069.385,436.06378,-484.93112,-1603.2004,-1067.226,435.33716,-484.53583,-1598.9169,0.3320924049709457,0.0,0.3320924049709457,0.3320924049709457,3.002498,2.197493,10.292982,-1.446913,0.060821664,0.8942383,2.8726192,-2.3413963,-1.1464843,0.45060682,-0.31887522,-2.2825427,1.7014570866759056,0.5424340950966728,3.17631251139925,0.9935107967467363,421.91934620953384,3.3199735569741624,428.35743811048013,414.1919786291084,-0.0012125631,0.27776095,0.86367506,-0.95361495,247.97530864197532,3.001955365399566,253,241,10,1.1257926214618903,0.429023529135955,3.66762034626221,-1.4047593710485453,1125.7926214618903,85.20984269110745,1221.919008375613,985.0445194862882,-0.12747574,0.6055227,1.0,-1.0,1000.0,0.0,1000,1000,421.91934620953384,246,250000,250,165.0534444199875,15.410103920999973,12.093735671005561,192.55728401199303,4822.463632136896,24
0.042439498,0.9921875,0.032132626,4.0,-6.663559,2.6525757,-0.7672754,-10.000046,2.0,9.007818,8.351829,-0.15355295,1192.0029,-1197.2126,490.0554,-500.75867,-2261.2695,-1195.8259,489.29288,-502.03592,-2255.6306,0.33751943209524093,0.0,0.33751943209524093,0.33751943209524093,2.8585956,2.1984022,11.48597,-1.5480936,0.04311871,0.8849211,2.9017913,-2.75175,-1.1009239,0.47535023,-0.3485617,-2.6269298,0.9799877795226317,0.0692023801380927,1.0639694221853766,0.4962727195392404,979.9877795226319,0.7700860378693497,980.9776371741115,978.7871612750928,0.55756974,0.3758805,0.99818313,-0.7530868,1000.0,0.0,1000,1000,10,1.1110330166773459,0.4474197465784213,3.9290548588271395,-1.441054719033506,1111.033016677346,102.97688236533098,1210.1032427722268,974.6634515546601,0.0033100748,0.5819926,1.0,-0.9999921,1000.0,0.0,1000,1000,979.9877795226319,256,260000,260,165.29313332299353,15.421956124002463,11.9271812290026,192.6422706759986,5015.340448854899,25
0.03484392,0.9902344,0.008386824,4.0,-5.7517595,2.418197,-0.9708537,-9.530025,2.0,20.661026,20.223925,0.19056654,1178.131,-1175.889,476.5576,-490.1462,-2063.2678,-1176.7341,477.0546,-484.81384,-2066.2922,0.41175076248718695,0.0,0.41175076248718695,0.41175076248718695,3.2146792,2.1518295,10.292134,-3.4753544,0.08877621,0.97137594,3.0891125,-2.6602786,-1.0831906,0.4073573,-0.18748868,-2.3948326,1.179498079595677,0.3188023475107315,3.1832855126494652,0.6875895717222777,804.8108563107838,229.98100250764966,1117.9987506361888,502.2973495934598,0.05700347,0.30345023,0.98827964,-0.96942073,682.3333333333334,278.0116704185076,1000,335,10,1.1533289594032459,0.41060439364974044,3.44253491005076,0.22465379938863445,1153.3289594032462,65.55596744109701,1208.4224952563534,998.1338259079381,0.0577073,0.51520824,0.9993023,-0.9947295,1000.0,0.0,1000,1000,804.8108563107838,266,270000,270,165.29649400800554,15.655928198000765,11.941880995007523,192.89430320101383,5208.469932723921,26
0.03335136,1.0,0.0007199771,4.0,-5.5761576,2.6549346,-0.8077715,-10.000046,2.0,13.011743,14.528273,-0.05068998,1160.6135,-1156.2584,491.26913,-498.93396,-1984.1139,-1154.2883,490.3433,-499.87866,-1977.9688,0.5254104630491399,0.0,0.5254104630491399,0.5254104630491399,2.9212236,2.608803,11.063257,-3.7150686,0.17192394,1.0253171,3.4702609,-2.6585016,-0.90938926,0.29259846,-0.12703043,-2.4941165,1.3660555007446338,0.3365489380606839,2.0589713716477975,0.7113101644438865,431.03319971933024,23.910429183129686,591.0730227757301,364.51614035371915,0.02906522,0.2955641,0.97269285,-0.9349704,315.53125,23.906045750761457,481,257,10,1.126120407354911,0.4012091108565891,3.9409130344546544,-0.09743995386961059,1126.120407354911,85.94398581883773,1219.3555789573625,1008.4519382307574,0.034252755,0.48940232,0.99876916,-0.9969397,1000.0,0.0,1000,1000,431.03319971933024,276,280000,280,165.26949293100188,15.892915800002811,11.930424998994567,193.09283372999926,5401.185087518919,27
0.044108376,0.9902344,0.00064228516,4.0,-6.0258183,2.6017175,-0.7243782,-10.000046,2.0,6.1541557,14.626532,-0.42644435,1160.5691,-1161.1343,486.62643,-479.13232,-1863.9558,-1165.345,487.79947,-478.4859,-1872.431,0.3367058716050586,0.0,0.3367058716050586,0.3367058716050586,2.608059,1.9453053,8.849777,-1.7203414,-0.110111214,0.7892079,2.4466624,-2.9929688,-1.0748057,0.38849536,-0.363734,-2.3287385,1.2607268388946669,0.3902960805048286,2.6145851104168787,0.7662716344859446,704.6412423722109,220.4456345209205,1145.7432283592668,455.74111231400985,0.024194347,0.32354426,0.9980992,-0.99608576,558.9166666666666,242.9704343010574,1000,297,10,1.174813981320141,0.41457257823228333,3.142611864764784,0.12856691691719,1174.813981320141,28.978526687401317,1201.7544814654243,1095.0194135821996,-0.086532384,0.46514064,0.99956757,-0.99998516,1000.0,0.0,1000,1000,704.6412423722109,286,290000,290,165.08877201701398,15.517520787994727,11.960258640006941,192.56655144501565,5593.909219792928,28
0.037955496,1.0,0.0008341183,4.0,-5.916109,2.678622,-0.626934,-10.000046,2.0,16.673368,5.52763,0.0115611255,1236.67,-1242.5664,466.14056,-412.57272,-1753.5361,-1237.4208,464.39972,-408.7937,-1747.8136,0.21768606222631906,0.0,0.21768606222631906,0.21768606222631906,3.0075824,2.1495032,9.196443,-2.6254845,0.019286707,0.8213615,2.8087344,-3.2999508,-1.2292031,0.46759316,-0.2675327,-2.66372,1.2770390951630748,0.30389751734288933,2.1417498007830322,0.8733376970348681,458.4114266244308,285.1030626930881,1065.4555412829768,254.75429228268152,0.011976568,0.30176902,0.99643433,-0.9723113,358.9642857142857,299.71241956044383,1000,180,10,1.2088388287549232,0.4056365729867851,3.3503331000255643,-0.978908833791704,1208.8388287549233,76.89612449975523,1316.4608581535326,1019.1703602785009,-0.018325204,0.44163036,0.99999875,-0.9998357,1000.0,0.0,1000,1000,458.4114266244308,296,300000,300,165.13217309400352,15.67662317900249,11.899808185997244,192.70860445900325,5786.555954265947,29
0.047086034,1.0,0.004897536,4.0,-5.423206,2.9035103,-0.7129667,-9.9381485,2.0,17.082113,36.311035,0.09651372,1233.6299,-1228.9692,470.77023,-449.20056,-1764.6741,-1228.0565,470.09747,-450.3154,-1761.7,0.2688306175807937,0.0,0.2688306175807937,0.2688306175807937,3.0734622,2.2682576,14.089706,-2.5746322,-0.065948226,0.8930751,5.101366,-2.735387,-1.1484884,0.45827028,0.028641462,-2.8950596,1.5139426728259928,0.3471408401110025,2.4710742865800324,0.4402616602344487,1121.9436644657515,324.5295221508637,1487.9646152326723,652.6056341444043,0.018138612,0.38359672,0.99840546,-0.9911997,741.074074074074,240.85033402908215,1000,408,10,1.2480616173993622,0.4452161150944633,2.9055262002225257,-1.0502454669006347,1248.0616173993626,132.88426051932365,1470.7469620821266,1046.069064857841,-0.0026761277,0.5488524,1.0,-0.9999307,1000.0,0.0,1000,1000,1121.9436644657515,306,310000,310,165.50523675698787,15.616705692998949,11.82322743799159,192.9451698879784,5979.378254894931,30
0.048795782,0.9921875,0.0011833626,4.0,-5.7446394,3.1083424,-0.6465603,-10.000046,2.0,15.184909,21.43684,-0.21847019,1094.2932,-1094.1321,496.74973,-501.51672,-1742.8807,-1092.706,495.50458,-502.66727,-1742.2305,0.3674840730494409,0.0,0.3674840730494409,0.3674840730494409,2.7816715,2.0667613,9.814143,-3.8737352,0.15246262,0.89713573,3.003818,-2.7833197,-1.0515469,0.40153572,0.39649868,-2.9068613,1.2763832144021707,0.4037498758832229,2.647773986791442,-0.09699754400311492,923.3720853903703,333.17076050380393,1271.1035876453714,407.4810156152978,0.102992244,0.39611745,0.9986291,-0.99364924,723.4285714285714,306.7994259367218,1000,276,10,1.1848669636370261,0.5396628162694252,3.1722932046675907,-0.765561371553867,1184.8669636370257,134.7271178180427,1473.5484712320074,964.9434076388305,-0.026502086,0.535261,1.0,-0.99996674,1000.0,0.0,1000,1000,923.3720853903703,316,320000,320,165.9732938849993,15.495466391002992,11.794683144988085,193.26344342099037,6172.834646689924,31
0.045397155,0.9941406,0.004767811,4.0,-5.6207714,3.1055467,-0.6566393,-10.000046,2.0,62.36096,40.084106,-0.1536169,1178.7164,-1185.9175,492.1703,-545.5754,-1802.3467,-1179.7578,491.5239,-541.44977,-1789.7991,0.5326071405617495,0.0,0.5326071405617495,0.5326071405617495,2.7560601,1.9119745,8.0742035,-1.7642133,-0.13316639,0.96849096,2.9239657,-2.9253442,-0.92302155,0.35496327,-0.061697066,-2.513134,1.6445460991732739,0.47474953649065993,3.831488581531336,0.4294467496449823,966.4292619370257,448.4810294873079,1534.5069822737566,359.96827629887616,0.042489167,0.41955596,0.9989961,-0.9960558,587.6571428571428,333.462351086051,1000,197,10,1.3354209463567095,0.5188685071439076,4.121391465259203,-0.9364041910728036,1335.42094635671,162.46205899270475,1641.8130185001849,1122.9259016486544,-0.014027157,0.4699886,0.99834645,-0.9998049,1000.0,0.0,1000,1000,966.4292619370257,326,330000,330,183.15736102899973,15.688765863997105,12.156381794004119,211.00250868700095,6384.7093128909255,32
0.060263623,0.984375,0.0047856914,4.0,-5.0082498,2.8737235,-0.96301216,-10.000046,2.0,58.289993,60.292313,-0.10393949,1079.0583,-1080.8171,466.90225,-566.7557,-1918.1113,-1081.468,467.1679,-566.8804,-1919.5995,0.5849155452095206,0.0,0.5849155452095206,0.5849155452095206,2.8061116,1.8375083,8.003214,-1.9345661,-0.20333636,0.9588472,2.5915017,-3.2130313,-0.9120224,0.3336563,-0.16826499,-2.2343926,1.7718097089836045,0.3978443191460023,2.9545727142494482,0.9503938255025554,624.640633368869,62.445868498912446,706.7239059881034,522.7327081054872,0.09243065,0.42841554,0.990727,-0.9982513,352.5438596491228,30.39510012187652,392,299,10,1.279383996093065,0.653310710888736,4.225914976069528,-1.6456538083354182,1279.383996093065,228.77915493974294,1592.159734889122,922.4342548206055,0.07167842,0.5550361,1.0,-1.0,1000.0,0.0,1000,1000,624.640633368869,336,340000,340,169.32126276999043,16.564926099999866,11.833177217995399,197.7193660879857,6581.373653288923,33
0.064924724,0.9902344,0.0014282414,4.0,-6.021332,3.3525057,-0.43104216,-10.000046,2.0,110.38962,78.65259,-0.029239107,942.91504,-934.62115,416.5353,-487.46164,-2040.1985,-934.36786,415.24792,-502.4188,-2038.6831,0.8145327275015691,0.0,0.8145327275015691,0.8145327275015691,2.857376,2.008665,11.700833,-2.7574568,0.23097605,1.0983003,3.3207905,-2.568974,-0.7239132,0.28337398,0.14263129,-1.6621336,2.276409460183287,0.436464404538417,4.055617164969384,1.0112293161930637,2035.4069803769264,404.94705123850986,2379.7196174675746,1063.552717101684,0.06189115,0.44901222,0.99905986,-0.9978069,894.1304347826087,170.91958555384437,1000,488,10,1.440482543435582,0.8014719291294002,5.265183780104712,-2.8891350153736433,1440.4825434355823,206.13791704561024,1946.6723789971861,1215.741923897634,0.15741426,0.5772044,1.0,-0.9999716,1000.0,0.0,1000,1000,2035.4069803769264,346,350000,350,167.12796902999253,15.509878850003588,11.600452290993417,194.23830017098953,6776.071117064908,34
0.064090535,0.9921875,0.006524273,4.0,-5.3418083,3.6238263,-0.37061095,-10.000046,2.0,123.82196,95.27548,-0.11733634,1061.4685,-1066.0916,473.23834,-443.02646,-2368.809,-1067.1094,472.8662,-454.57718,-2370.9236,0.704198601112711,0.0,0.704198601112711,0.704198601112711,2.664918,2.0808873,9.836723,-2.2047327,0.19403525,1.0378581,2.974261,-3.3021245,-0.77208805,0.30026364,0.13918328,-2.0168052,1.9492217761551358,0.48696689493839057,5.045812633278858,1.0073617277503264,1773.791816301173,201.8071494387934,2029.8449778259333,1284.7560462516358,0.02594023,0.4140466,0.9999513,-0.9991537,910.0,153.58474119284352,1000,571,10,1.8615371039950268,0.7403518040524176,5.290290244709515,-1.356193798356313,1861.5371039950267,423.9438542109059,2638.2647684126796,1274.2777479843382,0.023337098,0.55287534,0.9998586,-0.9999953,1000.0,0.0,1000,1000,1773.791816301173,356,360000,360,166.0983470119827,15.961445738001203,11.055825248004112,193.115617997988,6969.007339551892,35
0.086515345,0.9902344,0.029595328,4.0,-3.4908812,2.3619564,-0.16366601,-10.000046,2.0,111.11776,92.98593,-0.00926731,997.3165,-996.94653,473.38943,-451.58386,-2288.1423,-996.44226,473.3129,-453.30075,-2271.0886,0.8120702858019836,0.0,0.8120702858019836,0.8120702858019836,2.9554543,2.0804195,11.198617,-4.8181624,0.001530466,1.0640628,3.1616156,-3.250414,-0.8517926,0.29147127,-0.21287876,-1.7846375,2.124551582285254,0.40450900425738406,4.690948934104945,1.0096539752336673,1354.0032802851706,412.1655836779931,2094.1857013541603,994.3049362573267,0.11186783,0.45434615,0.9978544,-0.9997924,637.3125,194.8310866975545,1000,475,10,1.9778546467139286,0.6539949499265706,4.976577104062247,-0.47488782555076053,1977.8546467139283,316.90392674028675,2475.7150029246222,1437.5460108382147,0.07743049,0.57414806,0.9999862,-0.9996868,1000.0,0.0,1000,1000,1354.0032802851706,366,370000,370,166.10010496900213,15.790393151000899,10.92697351599054,192.81747163599357,7162.206638754884,36
0.1007829,0.9863281,0.005994916,4.0,-4.1930947,3.068549,-0.49916726,-10.000046,2.0,426.43945,76.7469,0.04103735,800.455,-775.16644,330.6827,-481.51382,-1638.6326,-784.0239,347.22647,-468.51807,-1650.6741,0.731915261835683,0.0,0.731915261835683,0.731915261835683,3.1313868,1.8856851,10.798999,-0.75014925,0.11328626,1.0243636,3.012846,-3.1575167,-0.9429712,0.25277042,-0.10967976,-1.7791574,2.3892474300665913,0.5707939904182935,4.223839449898039,0.9895241995609432,719.092155631236,149.74548675173625,1201.6356096898699,580.2914628334003,0.06847844,0.47271895,0.9984455,-0.99984086,300.97014925373134,57.93381971820865,502,250,10,1.910431066687981,0.9817537965352918,4.789144431499769,-4.185468949020835,1910.4310666879792,445.9549737279761,2448.084183419684,1103.2197961725012,-0.0003582723,0.54792136,0.9999925,-0.99996436,1000.0,0.0,1000,1000,719.092155631236,376,380000,380,165.99537877500552,16.173501973004022,10.845107134009595,193.01398788201914,7355.0883588629,37
0.09769358,0.9941406,0.009805214,4.0,-5.671328,3.7516625,-0.17733884,-10.000046,2.0,59.897606,52.51798,-0.015524531,839.04895,-837.41675,335.45364,-503.74216,-1543.1241,-835.9289,334.0754,-515.5291,-1548.5547,0.6321990433517197,0.0,0.6321990433517197,0.6321990433517197,2.9661443,2.1972096,12.315583,-4.6275835,0.17941272,1.0449928,2.6223333,-4.089319,-0.9189947,0.24336563,0.02276063,-1.7468708,2.301042601855715,0.26639011237756227,2.995756528713491,1.0076945701670683,2301.042601855714,4.250926038873501,2310.390301299153,2294.6275808497653,0.005034137,0.41869786,0.9984533,-0.99493366,1000.0,0.0,1000,1000,10,1.5549156841130138,0.8222075001664705,5.273941103110812,-2.3964324646181834,1554.915684113013,352.3615342939332,2242.728220253817,1103.2504585544532,0.11503525,0.57102257,0.99998045,-0.99998975,1000.0,0.0,1000,1000,2301.042601855714,386,390000,390,166.4286477709902,16.040679244004423,11.513476335996529,193.98280335099116,7549.063728243884,38
0.10065596,0.9980469,0.022762295,4.0,-4.491782,3.523738,-0.22560798,-10.000046,2.0,153.70653,137.19608,-0.109450236,1015.0297,-1016.20483,427.98715,-474.2737,-1592.7871,-1012.22076,425.42303,-469.08386,-1574.2886,0.572598831192603,0.0,0.572598831192603,0.572598831192603,2.8035712,2.1093864,9.161591,-3.9499931,0.03707217,1.0450739,3.3097258,-3.1387465,-0.8576166,0.28019318,-0.34110546,-1.7820313,2.1440558833123875,0.2453782607932118,2.9991688095635665,1.0086367652380155,2144.055883312388,15.591315677714432,2167.3336441274128,2108.87619171097,-0.0135477055,0.36608905,0.99910295,-0.98078525,1000.0,0.0,1000,1000,10,2.166725644691095,0.728893037249653,4.728973377474254,-4.339934935658916,2166.725644691095,233.69719500752777,2389.4119608763235,1725.3718206630033,0.045167163,0.5490308,1.0,-0.99975115,1000.0,0.0,1000,1000,2144.055883312388,396,400000,400,166.4632423249859,16.02767831899837,11.183658300011302,193.67457894399558,7742.435914616894,39
0.11080147,0.9902344,0.018071696,4.0,-3.0936809,2.3666022,-0.6251796,-10.000046,2.0,42.746544,28.657843,0.013688859,842.01404,-843.3688,387.79785,-518.1598,-2026.3158,-842.3734,387.13397,-515.15424,-2020.0695,0.7645442792355819,0.0,0.7645442792355819,0.7645442792355819,3.0509858,2.1227562,12.397515,-4.3201933,0.12385907,1.0433722,2.9658134,-3.3168294,-0.8690939,0.29316553,-0.26905137,-1.8036178,2.4323040831713127,0.32568989656594616,3.2593466882013393,1.0075150290785704,2432.304083171314,1.015418015437055,2433.8556421618687,2429.458957108814,0.017457327,0.38862026,0.98590386,-0.96456194,1000.0,0.0,1000,1000,10,2.0532334897117175,0.7831557902696078,4.7281202843731185,-1.861525735988913,2053.2334897117166,292.4554808295274,2428.0490456549824,1647.9158632828903,0.031082653,0.5459467,0.9999776,-0.9999528,1000.0,0.0,1000,1000,2432.304083171314,406,410000,410,166.78427842199744,15.734106391006208,10.909551254015241,193.4279360670189,7936.028062161902,40
0.120004885,0.99609375,0.002647885,4.0,-3.007718,2.4519043,-0.6053575,-10.000046,2.0,46.56657,50.05893,-0.024498489,732.40186,-729.2719,318.85477,-542.2365,-2234.8909,-728.7731,318.1725,-537.54517,-2229.4202,0.6493686270434175,0.0,0.6493686270434175,0.6493686270434175,2.9432483,2.1097689,13.004931,-2.9497242,0.11446931,1.0004824,3.8639278,-2.6536298,-1.0212393,0.30410329,0.10879505,-1.6979665,2.284311059700025,0.41021901475655315,3.1175999023925747,1.0078490235801296,532.5100944751871,2.310518448554591,536.9738121567701,527.5366832615115,0.031237649,0.42294168,0.9880045,-0.9952611,233.11627906976744,1.061138097353473,235,231,10,2.354680750429147,0.4657365552821601,5.788473997612756,0.4250594515859228,2354.680750429148,189.30593127237825,2573.0394346711587,1834.1989496611118,0.03845322,0.5306502,0.99999964,-0.9999988,1000.0,0.0,1000,1000,532.5100944751871,416,420000,420,165.1556854320006,15.890619304998836,10.463123253008234,191.50942799000768,8127.259153545914,41
0.124740094,1.0,0.0068165176,4.0,-3.5611362,2.9525313,-0.67930746,-10.000046,2.0,41.335358,35.345016,-0.0054016635,752.5635,-744.4978,306.2305,-545.118,-1772.6187,-746.4138,306.35825,-551.97974,-1789.3917,0.5637833658504601,0.0,0.5637833658504601,0.5637833658504601,2.9905753,2.3833861,11.585098,-3.9036531,-0.08048854,0.9774064,3.3012278,-3.4312944,-1.022509,0.28039548,-0.17751324,-1.9714823,2.786742057164349,0.7367829836965621,5.213908031683315,1.006477708704868,916.1528723667847,92.74012266015126,1171.8986319989015,785.0745197213215,0.015207293,0.45339784,0.99723434,-0.99595445,328.75409836065575,30.998495858646464,409,286,10,2.0203376359264853,1.1002141035034956,5.776772012123826,-3.068382957421263,2020.3376359264844,325.7668454457652,2603.270233280886,1521.6005140765744,-0.034958318,0.5660745,0.99999934,-0.9999998,1000.0,0.0,1000,1000,916.1528723667847,426,430000,430,165.862110043985,15.621607052002219,10.956891763016756,192.440608859004,8319.553055238917,42
0.13870889,0.9921875,0.0022870274,4.0,-4.8505898,3.4559143,-0.4694339,-10.000046,2.0,47.85519,47.092045,0.009290673,767.5256,-764.55365,333.34073,-487.16434,-1810.3011,-764.25635,332.47595,-495.8595,-1807.3192,0.549625445644707,0.0,0.549625445644707,0.549625445644707,3.0155225,2.014258,11.086292,-3.051477,-0.117411435,0.99976766,3.2083693,-3.303206,-0.96818084,0.25821546,-0.10119951,-1.7387409,2.4796991658154006,0.4541139925982682,5.405585065714046,0.9977031100251846,2030.77442883618,393.3230726509908,2570.768797814663,1191.1403551957026,0.008909366,0.4091609,0.9976873,-0.9996815,818.96,167.05507594802378,1000,476,10,1.9564592126197946,1.13840309321906,4.9755567387037205,-4.047516575674588,1956.4592126197942,367.1066229789076,2427.563668763014,1348.7492617228236,0.048103373,0.56246465,0.9999836,-0.99995506,1000.0,0.0,1000,1000,2030.77442883618,436,440000,440,165.74348581800587,15.479157565998321,11.582664122994174,192.80530750699836,8512.718894715908,43
0.14131442,0.9921875,0.008486487,4.0,-4.236861,3.2916386,-0.39357933,-9.953839,2.0,95.93585,139.32611,0.058929335,906.2249,-895.0072,358.3309,-479.2533,-1643.005,-893.20374,356.52792,-481.1384,-1629.0986,0.7130611000572639,0.0,0.7130611000572639,0.7130611000572639,3.1740603,1.9615437,8.404471,-1.3945932,-0.14351551,1.0016004,3.3061988,-3.1591892,-0.93405414,0.30299568,-0.08805752,-1.883321,2.317336068302741,0.5150431975174612,5.325521746333511,0.9403830564273937,1466.592842015235,718.500873054167,2259.647171487734,477.0358434975213,0.037480224,0.4053467,0.9988103,-0.9988453,632.8787878787879,341.608828001016,1000,216,10,2.1299624917795437,0.9823364298834542,5.183539869300839,-1.092850479446086,2129.9624917795436,258.70319004557126,2558.240876435839,1692.0244973787976,0.013926573,0.5329308,0.9995522,-0.9999511,1000.0,0.0,1000,1000,1466.592842015235,446,450000,450,166.19093383498694,15.841594880999764,11.567915486994025,193.60044420298073,8706.566245666887,44
0.15639846,0.9785156,0.0026814295,4.0,-2.9257138,2.457895,-0.34888348,-9.771453,2.0,60.503784,73.36414,-0.0142748915,883.00824,-884.4702,371.44232,-461.0653,-1540.5261,-886.7309,372.78723,-452.37033,-1545.6165,0.7795743494670718,0.0,0.7795743494670718,0.7795743494670718,2.9426398,1.8436737,7.644268,-2.3551323,0.07386339,1.0030975,2.4693458,-2.979592,-0.89631194,0.32206792,-0.087052464,-1.7106153,2.2828498980161815,0.3152520855136758,3.1433503674130825,1.0026666123848882,2282.8498980161817,7.076218707190418,2298.278291374236,2269.4568552548963,0.0009779249,0.37798184,0.9859211,-0.97451544,1000.0,0.0,1000,1000,10,2.2989921601004033,0.6955060329789772,4.689060573679904,-1.987070956183984,2298.992160100404,144.6000484998289,2467.8560903694424,2000.1282591398383,0.02229105,0.5227902,0.9996867,-0.99995965,1000.0,0.0,1000,1000,2282.8498980161817,456,460000,460,166.12043167201045,16.092365461001464,11.59406022499752,193.80685735800944,8899.631761393888,45
